Source,InformationFlow,Destination,SourceLayer,DestLayer
Apple iPhone 16 Plus,incident scene status,Bangkok Police Car OBE 01,Physical,Physical
Apple iPhone 16 Plus,personnel location,Bangkok Police Car OBE 01,Physical,Physical
Apple iPhone 16 Pro,incident scene status,Bangkok Police Car OBE 02,Physical,Physical
Apple iPhone 16 Pro,personnel location,Bangkok Police Car OBE 02,Physical,Physical
Apple iPhone 16 Pro Max,incident scene status,Bangkok Police Car OBE 02,Physical,Physical
Apple iPhone 16 Pro Max,personnel location,Bangkok Police Car OBE 02,Physical,Physical
Apple iPhone SE,incident scene status,Bangkok Police Car OBE 03,Physical,Physical
Apple iPhone SE,personnel location,Bangkok Police Car OBE 03,Physical,Physical
Apple iPhone 16e,incident scene status,Bangkok Police Car OBE 03,Physical,Physical
Apple iPhone 16e,personnel location,Bangkok Police Car OBE 03,Physical,Physical
Samsung Galaxy S25,incident scene status,Bangkok Police Car OBE 04,Physical,Physical
Samsung Galaxy S25,personnel location,Bangkok Police Car OBE 04,Physical,Physical
Samsung Galaxy S25 Plus,incident scene status,Bangkok Police Car OBE 04,Physical,Physical
Samsung Galaxy S25 Plus,personnel location,Bangkok Police Car OBE 04,Physical,Physical
Samsung Galaxy S25 Ultra,incident scene status,Bangkok Police Car OBE 05,Physical,Physical
Samsung Galaxy S25 Ultra,personnel location,Bangkok Police Car OBE 05,Physical,Physical
Samsung Galaxy S24 Ultra,incident scene status,Bangkok Police Car OBE 05,Physical,Physical
Samsung Galaxy S24 Ultra,personnel location,Bangkok Police Car OBE 05,Physical,Physical
Samsung Galaxy S24 FE,incident scene status,Bangkok Police Car OBE 06,Physical,Physical
Samsung Galaxy S24 FE,personnel location,Bangkok Police Car OBE 06,Physical,Physical
Samsung Galaxy Z Flip 6,incident scene status,Bangkok Police Car OBE 06,Physical,Physical
Samsung Galaxy Z Flip 6,personnel location,Bangkok Police Car OBE 06,Physical,Physical
Google Pixel 9,incident scene status,Bangkok Police Car OBE 07,Physical,Physical
Google Pixel 9,personnel location,Bangkok Police Car OBE 07,Physical,Physical
Google Pixel 9 Pro,incident scene status,Bangkok Police Car OBE 07,Physical,Physical
Google Pixel 9 Pro,personnel location,Bangkok Police Car OBE 07,Physical,Physical
Google Pixel 9 Pro Fold,incident scene status,Bangkok Fire Truck OBE 01,Physical,Physical
Google Pixel 9 Pro Fold,personnel location,Bangkok Fire Truck OBE 01,Physical,Physical
Motorola Edge+ Gen3 Flagship Phone,personnel location,Khorathidin Central Emergency Management Center,Physical,Physical
Google Pixel 8a,incident scene status,Bangkok Fire Truck OBE 01,Physical,Physical
Google Pixel 8a,personnel location,Bangkok Fire Truck OBE 01,Physical,Physical
Google Pixel 9a,incident scene status,Bangkok Fire Truck OBE 02,Physical,Physical
Google Pixel 9a,personnel location,Bangkok Fire Truck OBE 02,Physical,Physical
OnePlus 13,incident scene status,Bangkok Fire Truck OBE 02,Physical,Physical
OnePlus 13,personnel location,Bangkok Fire Truck OBE 02,Physical,Physical
OnePlus Open,incident scene status,Bangkok Fire Truck OBE 03,Physical,Physical
OnePlus Open,personnel location,Bangkok Fire Truck OBE 03,Physical,Physical
Asus ROG Phone 9 Pro,incident scene status,Bangkok Fire Truck OBE 03,Physical,Physical
Asus ROG Phone 9 Pro,personnel location,Bangkok Fire Truck OBE 03,Physical,Physical
Nothing Phone 3a Pro,incident scene status,Bangkok Ambulance OBE 01,Physical,Physical
Nothing Phone 3a Pro,personnel location,Bangkok Ambulance OBE 01,Physical,Physical
Motorola Razr Plus,incident scene status,Bangkok Ambulance OBE 01,Physical,Physical
Motorola Razr Plus,personnel location,Bangkok Ambulance OBE 01,Physical,Physical
Xiaomi Mi Mix Fold 4,incident scene status,Bangkok Ambulance OBE 02,Physical,Physical
Xiaomi Mi Mix Fold 4,personnel location,Bangkok Ambulance OBE 02,Physical,Physical
Xiaomi Redmi Note 14 Pro,incident scene status,Bangkok Ambulance OBE 02,Physical,Physical
Xiaomi Redmi Note 14 Pro,personnel location,Bangkok Ambulance OBE 02,Physical,Physical
Xiaomi Poco F5 Pro,incident scene status,Bangkok Ambulance OBE 03,Physical,Physical
Xiaomi Poco F5 Pro,personnel location,Bangkok Ambulance OBE 03,Physical,Physical
Oppo Find N3 Flip,incident scene status,Bangkok Ambulance OBE 03,Physical,Physical
Oppo Find N3 Flip,personnel location,Bangkok Ambulance OBE 03,Physical,Physical
Oppo Reno10 Pro+,incident scene status,Bangkok Ambulance OBE 04,Physical,Physical
Oppo Reno10 Pro+,personnel location,Bangkok Ambulance OBE 04,Physical,Physical
Vivo X100 Pro+,incident scene status,Bangkok Ambulance OBE 04,Physical,Physical
Vivo X100 Pro+,personnel location,Bangkok Ambulance OBE 04,Physical,Physical
Vivo V29 Pro,incident scene status,Bangkok Ambulance OBE 05,Physical,Physical
Vivo V29 Pro,personnel location,Bangkok Ambulance OBE 05,Physical,Physical
Honor Magic Vs2,incident scene status,Bangkok Ambulance OBE 05,Physical,Physical
Honor Magic Vs2,personnel location,Bangkok Ambulance OBE 05,Physical,Physical
Honor Magic5 Ultimate Edition,personnel updates,Kanokwan Chakrii - Khorathindin Central Emergency Personnel,Physical,Physical
Realme GT Neo6 Pro,personnel updates,Kanya Charoensuk - Khorathindin Central Emergency Personnel,Physical,Physical
Realme Narzo 70 Pro+,personnel updates,Lalana Krungthep - Khorathindin Central Emergency Personnel,Physical,Physical
Sony Xperia 1 VI,personnel updates,Malai Rattanakorn - Khorathindin Central Emergency Personnel,Physical,Physical
Sony Xperia 5 VI Compact Edition,personnel updates,Nathamon Saengkaew - Khorathindin Central Emergency Personnel,Physical,Physical
Huawei Mate X5,personnel updates,Pimchanok Shinawatra - Khorathindin Central Emergency Personnel,Physical,Physical
Huawei P60 Pro+,personnel updates,Piyanan Somsri - Khorathindin Central Emergency Personnel,Physical,Physical
Nokia X50 Ultra,personnel updates,Ratanakorn Srisuwan - Khorathindin Central Emergency Personnel,Physical,Physical
Nokia G22 Eco Edition,personnel updates,Saranya Suwannarat - Khorathindin Central Emergency Personnel,Physical,Physical
Tecno Phantom V Flip,personnel updates,Sasi Tham-boon - Khorathindin Central Emergency Personnel,Physical,Physical
Tecno Camon 20 Premier AI Edition,personnel updates,Sukanya Thong Di - Khorathindin Central Emergency Personnel,Physical,Physical
Infinix Zero Ultra AI Camera Edition,personnel updates,Tanya Saetang - Khorathindin Central Emergency Personnel,Physical,Physical
Lenovo Legion Y90 Gaming Phone,personnel updates,Thanida Saelim - Khorathindin Central Emergency Personnel,Physical,Physical
ZTE Axon 50 Ultra AI Camera Flagship,personnel updates,Thanya Wong - Khorathindin Central Emergency Personnel,Physical,Physical
ZTE Nubia RedMagic 9 Gaming Phone,personnel updates,Umporn Chen - Khorathindin Central Emergency Personnel,Physical,Physical
Fairphone 5 Sustainability Edition,personnel updates,Usanee Huang - Khorathindin Central Emergency Personnel,Physical,Physical
Cat S75 Rugged Smartphone,personnel updates,Wanwan Li - Khorathindin Central Emergency Personnel,Physical,Physical
TCL Stylus XL Foldable Edition,personnel updates,Wongwan Liu - Khorathindin Central Emergency Personnel,Physical,Physical
Alcatel Joy Tab Phone Hybrid,personnel updates,Yada Zhang - Khorathindin Central Emergency Personnel,Physical,Physical
Meizu Zero Ultra AI Flagship,personnel updates,Yothaka Bhongam - Khorathindin Central Emergency Personnel,Physical,Physical
Sharp Aquos R8 Flagship Phone,personnel updates,Phromphun Boonya - Khorathindin Central Emergency Personnel,Physical,Physical
Panasonic Toughbook FZ-T1 Rugged Smartphone,personnel updates,Phromthong Bunmi - Khorathindin Central Emergency Personnel,Physical,Physical
Kyocera DuraForce Ultra Rugged Smartphone,personnel updates,Phussadee Kasem - Khorathindin Central Emergency Personnel,Physical,Physical
Ulefone Armor Titan Rugged Smartphone,personnel updates,Rattana Sethi - Khorathindin Central Emergency Personnel,Physical,Physical
Vivo iQOO Neo7 Racing Edition,personnel updates,Saran Thakur - Khorathindin Central Emergency Personnel,Physical,Physical
Realme GT Master Explorer Edition,personnel updates,Tanthira Tan - Khorathindin Central Emergency Personnel,Physical,Physical
Xiaomi Black Shark 6 Gaming Phone,personnel updates,Ongart Phuwadon - Khorathindin Central Emergency Personnel,Physical,Physical
Oppo A98 Budget-Friendly AI Phone,personnel updates,Pichai Pongkan - Khorathindin Central Emergency Personnel,Physical,Physical
Samsung Galaxy A25 5G,personnel updates,Rajapong Rachata - Khorathindin Central Emergency Personnel,Physical,Physical
Motorola Edge+ Gen3 Flagship Phone,personnel updates,Sakda Ponnakrit - Khorathindin Central Emergency Personnel,Physical,Physical
Honor Magic5 Ultimate Edition,incident scene status,Khorathidin Ambulance OBE 01,Physical,Physical
Realme GT Neo6 Pro,incident scene status,Khorathidin Ambulance OBE 01,Physical,Physical
Realme Narzo 70 Pro+,incident scene status,Khorathidin Ambulance OBE 02,Physical,Physical
Sony Xperia 1 VI,incident scene status,Khorathidin Ambulance OBE 02,Physical,Physical
Sony Xperia 5 VI Compact Edition,incident scene status,Khorathidin Ambulance OBE 03,Physical,Physical
Huawei Mate X5,incident scene status,Khorathidin Ambulance OBE 03,Physical,Physical
Huawei P60 Pro+,incident scene status,Khorathidin Ambulance OBE 04,Physical,Physical
Nokia X50 Ultra,incident scene status,Khorathidin Ambulance OBE 04,Physical,Physical
Nokia G22 Eco Edition,incident scene status,Khorathidin Ambulance OBE 05,Physical,Physical
Tecno Phantom V Flip,incident scene status,Khorathidin Ambulance OBE 05,Physical,Physical
Tecno Camon 20 Premier AI Edition,incident scene status,Khorathidin Fire Engine OBE 01,Physical,Physical
Infinix Zero Ultra AI Camera Edition,incident scene status,Khorathidin Fire Engine OBE 01,Physical,Physical
Lenovo Legion Y90 Gaming Phone,incident scene status,Khorathidin Fire Engine OBE 02,Physical,Physical
ZTE Axon 50 Ultra AI Camera Flagship,incident scene status,Khorathidin Fire Engine OBE 02,Physical,Physical
ZTE Nubia RedMagic 9 Gaming Phone,incident scene status,Khorathidin Fire Engine OBE 03,Physical,Physical
Fairphone 5 Sustainability Edition,incident scene status,Khorathidin Fire Engine OBE 03,Physical,Physical
Cat S75 Rugged Smartphone,incident scene status,Khorathidin Fire Engine OBE 04,Physical,Physical
TCL Stylus XL Foldable Edition,incident scene status,Khorathidin Fire Engine OBE 04,Physical,Physical
Alcatel Joy Tab Phone Hybrid,incident scene status,Khorathidin Fire Engine OBE 5,Physical,Physical
Meizu Zero Ultra AI Flagship,incident scene status,Khorathidin Fire Engine OBE 5,Physical,Physical
Sharp Aquos R8 Flagship Phone,incident scene status,Khorathidin Police Car OBE 1,Physical,Physical
Panasonic Toughbook FZ-T1 Rugged Smartphone,incident scene status,Khorathidin Police Car OBE 1,Physical,Physical
Kyocera DuraForce Ultra Rugged Smartphone,incident scene status,Khorathidin Police Car OBE 2,Physical,Physical
Ulefone Armor Titan Rugged Smartphone,incident scene status,Khorathidin Police Car OBE 2,Physical,Physical
Vivo iQOO Neo7 Racing Edition,incident scene status,Khorathidin Police Car OBE 3,Physical,Physical
Realme GT Master Explorer Edition,incident scene status,Khorathidin Police Car OBE 3,Physical,Physical
Xiaomi Black Shark 6 Gaming Phone,incident scene status,Khorathidin Police Car OBE 4,Physical,Physical
Oppo A98 Budget-Friendly AI Phone,incident scene status,Khorathidin Police Car OBE 4,Physical,Physical
Samsung Galaxy A25 5G,incident scene status,Khorathidin Police Car OBE 5,Physical,Physical
Motorola Edge+ Gen3 Flagship Phone,incident scene status,Khorathidin Police Car OBE 5,Physical,Physical
Apple iPhone 16,incident command input,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16,decision support information,Bangkok Police Car OBE 01,Physical,Physical
Apple iPhone 16,incident scene images,Bangkok Police Car OBE 01,Physical,Physical
Apple iPhone 16 Plus,incident command input,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16 Plus,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16 Plus,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16 Plus,decision support information,Bangkok Police Car OBE 01,Physical,Physical
Apple iPhone 16 Plus,incident scene images,Bangkok Police Car OBE 01,Physical,Physical
Apple iPhone 16 Pro,incident command input,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16 Pro,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16 Pro,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16 Pro,decision support information,Bangkok Police Car OBE 02,Physical,Physical
Apple iPhone 16 Pro,incident scene images,Bangkok Police Car OBE 02,Physical,Physical
Apple iPhone 16 Pro Max,incident command input,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16 Pro Max,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16 Pro Max,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16 Pro Max,decision support information,Bangkok Police Car OBE 02,Physical,Physical
Apple iPhone 16 Pro Max,incident scene images,Bangkok Police Car OBE 02,Physical,Physical
Apple iPhone SE,incident command input,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone SE,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone SE,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone SE,decision support information,Bangkok Police Car OBE 03,Physical,Physical
Apple iPhone SE,incident scene images,Bangkok Police Car OBE 03,Physical,Physical
Apple iPhone 16e,incident command input,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16e,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16e,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Apple iPhone 16e,decision support information,Bangkok Police Car OBE 03,Physical,Physical
Apple iPhone 16e,incident scene images,Bangkok Police Car OBE 03,Physical,Physical
Samsung Galaxy S25,incident command input,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S25,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S25,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S25,decision support information,Bangkok Police Car OBE 04,Physical,Physical
Samsung Galaxy S25,incident scene images,Bangkok Police Car OBE 04,Physical,Physical
Samsung Galaxy S25 Plus,incident command input,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S25 Plus,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S25 Plus,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S25 Plus,decision support information,Bangkok Police Car OBE 04,Physical,Physical
Samsung Galaxy S25 Plus,incident scene images,Bangkok Police Car OBE 04,Physical,Physical
Samsung Galaxy S25 Ultra,incident command input,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S25 Ultra,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S25 Ultra,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S25 Ultra,decision support information,Bangkok Police Car OBE 05,Physical,Physical
Samsung Galaxy S25 Ultra,incident scene images,Bangkok Police Car OBE 05,Physical,Physical
Samsung Galaxy S24 Ultra,incident command input,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S24 Ultra,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S24 Ultra,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S24 Ultra,decision support information,Bangkok Police Car OBE 05,Physical,Physical
Samsung Galaxy S24 Ultra,incident scene images,Bangkok Police Car OBE 05,Physical,Physical
Samsung Galaxy S24 FE,incident command input,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S24 FE,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S24 FE,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy S24 FE,decision support information,Bangkok Police Car OBE 06,Physical,Physical
Samsung Galaxy S24 FE,incident scene images,Bangkok Police Car OBE 06,Physical,Physical
Samsung Galaxy Z Flip 6,incident command input,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy Z Flip 6,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy Z Flip 6,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Samsung Galaxy Z Flip 6,decision support information,Bangkok Police Car OBE 06,Physical,Physical
Samsung Galaxy Z Flip 6,incident scene images,Bangkok Police Car OBE 06,Physical,Physical
Google Pixel 9,incident command input,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9,decision support information,Bangkok Police Car OBE 07,Physical,Physical
Google Pixel 9,incident scene images,Bangkok Police Car OBE 07,Physical,Physical
Google Pixel 9 Pro,incident command input,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9 Pro,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9 Pro,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9 Pro,decision support information,Bangkok Police Car OBE 07,Physical,Physical
Google Pixel 9 Pro,incident scene images,Bangkok Police Car OBE 07,Physical,Physical
Google Pixel 9 Pro Fold,incident command input,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9 Pro Fold,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9 Pro Fold,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9 Pro Fold,decision support information,Bangkok Fire Truck OBE 01,Physical,Physical
Google Pixel 9 Pro Fold,incident scene images,Bangkok Fire Truck OBE 01,Physical,Physical
Google Pixel 8a,incident command input,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 8a,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 8a,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 8a,decision support information,Bangkok Fire Truck OBE 01,Physical,Physical
Google Pixel 8a,incident scene images,Bangkok Fire Truck OBE 01,Physical,Physical
Google Pixel 9a,incident command input,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9a,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9a,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Google Pixel 9a,decision support information,Bangkok Fire Truck OBE 02,Physical,Physical
Google Pixel 9a,incident scene images,Bangkok Fire Truck OBE 02,Physical,Physical
OnePlus 13,incident command input,Bangkok Emergency Management Center,Physical,Physical
OnePlus 13,incident scene images,Bangkok Emergency Management Center,Physical,Physical
OnePlus 13,incident scene status,Bangkok Emergency Management Center,Physical,Physical
OnePlus 13,decision support information,Bangkok Fire Truck OBE 02,Physical,Physical
OnePlus 13,incident scene images,Bangkok Fire Truck OBE 02,Physical,Physical
OnePlus Open,incident command input,Bangkok Emergency Management Center,Physical,Physical
OnePlus Open,incident scene images,Bangkok Emergency Management Center,Physical,Physical
OnePlus Open,incident scene status,Bangkok Emergency Management Center,Physical,Physical
OnePlus Open,decision support information,Bangkok Fire Truck OBE 03,Physical,Physical
OnePlus Open,incident scene images,Bangkok Fire Truck OBE 03,Physical,Physical
Asus ROG Phone 9 Pro,incident command input,Bangkok Emergency Management Center,Physical,Physical
Asus ROG Phone 9 Pro,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Asus ROG Phone 9 Pro,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Asus ROG Phone 9 Pro,decision support information,Bangkok Fire Truck OBE 03,Physical,Physical
Asus ROG Phone 9 Pro,incident scene images,Bangkok Fire Truck OBE 03,Physical,Physical
Nothing Phone 3a Pro,incident command input,Bangkok Emergency Management Center,Physical,Physical
Nothing Phone 3a Pro,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Nothing Phone 3a Pro,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Nothing Phone 3a Pro,decision support information,Bangkok Ambulance OBE 01,Physical,Physical
Nothing Phone 3a Pro,incident scene images,Bangkok Ambulance OBE 01,Physical,Physical
Motorola Razr Plus,incident command input,Bangkok Emergency Management Center,Physical,Physical
Motorola Razr Plus,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Motorola Razr Plus,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Motorola Razr Plus,decision support information,Bangkok Ambulance OBE 01,Physical,Physical
Motorola Razr Plus,incident scene images,Bangkok Ambulance OBE 01,Physical,Physical
Xiaomi Mi Mix Fold 4,incident command input,Bangkok Emergency Management Center,Physical,Physical
Xiaomi Mi Mix Fold 4,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Xiaomi Mi Mix Fold 4,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Xiaomi Mi Mix Fold 4,decision support information,Bangkok Ambulance OBE 02,Physical,Physical
Xiaomi Mi Mix Fold 4,incident scene images,Bangkok Ambulance OBE 02,Physical,Physical
Xiaomi Redmi Note 14 Pro,incident command input,Bangkok Emergency Management Center,Physical,Physical
Xiaomi Redmi Note 14 Pro,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Xiaomi Redmi Note 14 Pro,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Xiaomi Redmi Note 14 Pro,decision support information,Bangkok Ambulance OBE 02,Physical,Physical
Xiaomi Redmi Note 14 Pro,incident scene images,Bangkok Ambulance OBE 02,Physical,Physical
Xiaomi Poco F5 Pro,incident command input,Bangkok Emergency Management Center,Physical,Physical
Xiaomi Poco F5 Pro,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Xiaomi Poco F5 Pro,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Xiaomi Poco F5 Pro,decision support information,Bangkok Ambulance OBE 03,Physical,Physical
Xiaomi Poco F5 Pro,incident scene images,Bangkok Ambulance OBE 03,Physical,Physical
Oppo Find N3 Flip,incident command input,Bangkok Emergency Management Center,Physical,Physical
Oppo Find N3 Flip,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Oppo Find N3 Flip,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Oppo Find N3 Flip,decision support information,Bangkok Ambulance OBE 03,Physical,Physical
Oppo Find N3 Flip,incident scene images,Bangkok Ambulance OBE 03,Physical,Physical
Oppo Reno10 Pro+,incident command input,Bangkok Emergency Management Center,Physical,Physical
Oppo Reno10 Pro+,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Oppo Reno10 Pro+,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Oppo Reno10 Pro+,decision support information,Bangkok Ambulance OBE 04,Physical,Physical
Oppo Reno10 Pro+,incident scene images,Bangkok Ambulance OBE 04,Physical,Physical
Vivo X100 Pro+,incident command input,Bangkok Emergency Management Center,Physical,Physical
Vivo X100 Pro+,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Vivo X100 Pro+,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Vivo X100 Pro+,decision support information,Bangkok Ambulance OBE 04,Physical,Physical
Vivo X100 Pro+,incident scene images,Bangkok Ambulance OBE 04,Physical,Physical
Vivo V29 Pro,incident command input,Bangkok Emergency Management Center,Physical,Physical
Vivo V29 Pro,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Vivo V29 Pro,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Vivo V29 Pro,decision support information,Bangkok Ambulance OBE 05,Physical,Physical
Vivo V29 Pro,incident scene images,Bangkok Ambulance OBE 05,Physical,Physical
Honor Magic Vs2,incident command input,Bangkok Emergency Management Center,Physical,Physical
Honor Magic Vs2,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Honor Magic Vs2,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Honor Magic Vs2,decision support information,Bangkok Ambulance OBE 05,Physical,Physical
Honor Magic Vs2,incident scene images,Bangkok Ambulance OBE 05,Physical,Physical
Honor Magic5 Ultimate Edition,incident command input,Bangkok Emergency Management Center,Physical,Physical
Honor Magic5 Ultimate Edition,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Honor Magic5 Ultimate Edition,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Honor Magic5 Ultimate Edition,decision support information,Khorathidin Ambulance OBE 01,Physical,Physical
Honor Magic5 Ultimate Edition,incident scene images,Khorathidin Ambulance OBE 01,Physical,Physical
Realme GT Neo6 Pro,incident command input,Bangkok Emergency Management Center,Physical,Physical
Realme GT Neo6 Pro,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Realme GT Neo6 Pro,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Realme GT Neo6 Pro,decision support information,Khorathidin Ambulance OBE 01,Physical,Physical
Realme GT Neo6 Pro,incident scene images,Khorathidin Ambulance OBE 01,Physical,Physical
Realme Narzo 70 Pro+,incident command input,Bangkok Emergency Management Center,Physical,Physical
Realme Narzo 70 Pro+,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Realme Narzo 70 Pro+,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Realme Narzo 70 Pro+,decision support information,Khorathidin Ambulance OBE 02,Physical,Physical
Realme Narzo 70 Pro+,incident scene images,Khorathidin Ambulance OBE 02,Physical,Physical
Sony Xperia 1 VI,incident command input,Bangkok Emergency Management Center,Physical,Physical
Sony Xperia 1 VI,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Sony Xperia 1 VI,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Sony Xperia 1 VI,decision support information,Khorathidin Ambulance OBE 02,Physical,Physical
Sony Xperia 1 VI,incident scene images,Khorathidin Ambulance OBE 02,Physical,Physical
Sony Xperia 5 VI Compact Edition,incident command input,Bangkok Emergency Management Center,Physical,Physical
Sony Xperia 5 VI Compact Edition,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Sony Xperia 5 VI Compact Edition,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Sony Xperia 5 VI Compact Edition,decision support information,Khorathidin Ambulance OBE 03,Physical,Physical
Sony Xperia 5 VI Compact Edition,incident scene images,Khorathidin Ambulance OBE 03,Physical,Physical
Huawei Mate X5,incident command input,Bangkok Emergency Management Center,Physical,Physical
Huawei Mate X5,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Huawei Mate X5,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Huawei Mate X5,decision support information,Khorathidin Ambulance OBE 03,Physical,Physical
Huawei Mate X5,incident scene images,Khorathidin Ambulance OBE 03,Physical,Physical
Huawei P60 Pro+,incident command input,Bangkok Emergency Management Center,Physical,Physical
Huawei P60 Pro+,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Huawei P60 Pro+,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Huawei P60 Pro+,decision support information,Khorathidin Ambulance OBE 04,Physical,Physical
Huawei P60 Pro+,incident scene images,Khorathidin Ambulance OBE 04,Physical,Physical
Nokia X50 Ultra,incident command input,Bangkok Emergency Management Center,Physical,Physical
Nokia X50 Ultra,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Nokia X50 Ultra,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Nokia X50 Ultra,decision support information,Khorathidin Ambulance OBE 04,Physical,Physical
Nokia X50 Ultra,incident scene images,Khorathidin Ambulance OBE 04,Physical,Physical
Nokia G22 Eco Edition,incident command input,Bangkok Emergency Management Center,Physical,Physical
Nokia G22 Eco Edition,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Nokia G22 Eco Edition,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Nokia G22 Eco Edition,decision support information,Khorathidin Ambulance OBE 05,Physical,Physical
