Source,InformationFlow,Destination,SourceLayer,DestLayer
KPetrol Mon 005 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 006 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 007 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 008 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 009 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 010 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 011 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 012 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 013 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 014 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 015 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 016 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 017 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 018 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 019 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 020 - Commercial Vehicle OBE,hazmat notification,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
CPI V01 EQ01 - Commercial Vehicle OBE,commercial vehicle location data,Chao Phraya Imports Fleet and Freight Management Center,Physical,Physical
CPI V02 EQ02 - Commercial Vehicle OBE,commercial vehicle location data,Chao Phraya Imports Fleet and Freight Management Center,Physical,Physical
CPI V03 EQ03 - Commercial Vehicle OBE,commercial vehicle location data,Chao Phraya Imports Fleet and Freight Management Center,Physical,Physical
CPI V04 EQ04 - Commercial Vehicle OBE,commercial vehicle location data,Chao Phraya Imports Fleet and Freight Management Center,Physical,Physical
CPI V05 EQ05 - Commercial Vehicle OBE,commercial vehicle location data,Chao Phraya Imports Fleet and Freight Management Center,Physical,Physical
CPI V06 EQ06 - Commercial Vehicle OBE,commercial vehicle location data,Chao Phraya Imports Fleet and Freight Management Center,Physical,Physical
KWP Sensor 01 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Wholegrains and Producers Fleet and Freight Management Center,Physical,Physical
KWP Sensor 02 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Wholegrains and Producers Fleet and Freight Management Center,Physical,Physical
KWP Sensor 03 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Wholegrains and Producers Fleet and Freight Management Center,Physical,Physical
KWP Sensor 04 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Wholegrains and Producers Fleet and Freight Management Center,Physical,Physical
KWP Sensor 05 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Wholegrains and Producers Fleet and Freight Management Center,Physical,Physical
KWP Sensor 06 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Wholegrains and Producers Fleet and Freight Management Center,Physical,Physical
KWP Sensor 07 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Wholegrains and Producers Fleet and Freight Management Center,Physical,Physical
KWP Sensor 08 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Wholegrains and Producers Fleet and Freight Management Center,Physical,Physical
KWP Sensor 09 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Wholegrains and Producers Fleet and Freight Management Center,Physical,Physical
KWP Sensor 10 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Wholegrains and Producers Fleet and Freight Management Center,Physical,Physical
KM01 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM02 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM03 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM04 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM05 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM06 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM07 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM08 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM09 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM10 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM11 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM12 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM13 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM14 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
KM15 - Commercial Vehicle OBE,commercial vehicle location data,Klongtoey Movements Pty Ltd Fleet and Freight Management Center,Physical,Physical
BRLS0001 - Commercial Vehicle OBE,commercial vehicle location data,Buri Ram Logistics Solutions Fleet and Freight Management Center,Physical,Physical
BRLS0002 - Commercial Vehicle OBE,commercial vehicle location data,Buri Ram Logistics Solutions Fleet and Freight Management Center,Physical,Physical
BRLS0003 - Commercial Vehicle OBE,commercial vehicle location data,Buri Ram Logistics Solutions Fleet and Freight Management Center,Physical,Physical
BRLS0003 - Commercial Vehicle OBE,commercial vehicle location data,Buri Ram Logistics Solutions Fleet and Freight Management Center,Physical,Physical
BRLS0005 - Commercial Vehicle OBE,commercial vehicle location data,Buri Ram Logistics Solutions Fleet and Freight Management Center,Physical,Physical
BRLS0006 - Commercial Vehicle OBE,commercial vehicle location data,Buri Ram Logistics Solutions Fleet and Freight Management Center,Physical,Physical
BRLS0007 - Commercial Vehicle OBE,commercial vehicle location data,Buri Ram Logistics Solutions Fleet and Freight Management Center,Physical,Physical
BRLS0008 - Commercial Vehicle OBE,commercial vehicle location data,Buri Ram Logistics Solutions Fleet and Freight Management Center,Physical,Physical
BRLS0009 - Commercial Vehicle OBE,commercial vehicle location data,Buri Ram Logistics Solutions Fleet and Freight Management Center,Physical,Physical
BRLS0010 - Commercial Vehicle OBE,commercial vehicle location data,Buri Ram Logistics Solutions Fleet and Freight Management Center,Physical,Physical
BasSen01 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
BasSen02 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
BasSen03 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
BasSen04 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
BasSen05 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
BasSen06 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
BasSen07 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
BasSen08 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
BasSen 09 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
BasSen10 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
BasSen11 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
BasSen12 - Commercial Vehicle OBE,commercial vehicle location data,Bassac Traders Inc. Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 001 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 002 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 003 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 004 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 005 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 006 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 007 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 008 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 009 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 010 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 011 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 012 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 013 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 014 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 015 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 016 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 017 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 018 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 019 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
KPetrol Mon 020 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Petroleum Fleet and Freight Management Center,Physical,Physical
CPI V01 EQ01 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
CPI V02 EQ02 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
CPI V03 EQ03 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
CPI V04 EQ04 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
CPI V05 EQ05 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
CPI V06 EQ06 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
KWP Sensor 01 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 02 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 03 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 04 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 05 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 06 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 07 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 08 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 09 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 10 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KM01 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM02 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM03 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM04 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM05 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM06 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM07 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM08 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM09 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM10 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM11 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM12 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM13 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM14 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KM15 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BRLS0001 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0002 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0003 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0003 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0005 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0006 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0007 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0008 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0009 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0010 - Commercial Vehicle OBE,hazmat notification,Pnom Pehn Emergency Management Center,Physical,Physical
BasSen01 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BasSen02 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BasSen03 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BasSen04 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BasSen05 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BasSen06 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BasSen07 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BasSen08 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BasSen 09 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BasSen10 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BasSen11 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
BasSen12 - Commercial Vehicle OBE,hazmat notification,Bangkok Emergency Management Center,Physical,Physical
KPetrol Mon 001 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 002 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 003 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 004 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 005 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 006 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 007 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 008 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 009 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 010 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 011 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 012 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 013 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 014 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 015 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 016 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 017 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 018 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 019 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 020 - Commercial Vehicle OBE,hazmat notification,Khorathidin Regional Emergency Management Center,Physical,Physical
CPI V01 EQ01 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
CPI V02 EQ02 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
CPI V03 EQ03 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
CPI V04 EQ04 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
CPI V05 EQ05 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
CPI V06 EQ06 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
KWP Sensor 01 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 02 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 03 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 04 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 05 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 06 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 07 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 08 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 09 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KWP Sensor 10 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KM01 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM02 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM03 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM04 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM05 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM06 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM07 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM08 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM09 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM10 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM11 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM12 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM13 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM14 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KM15 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BRLS0001 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0002 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0003 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0003 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0005 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0006 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0007 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0008 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0009 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
BRLS0010 - Commercial Vehicle OBE,commercial vehicle location data,Pnom Pehn Emergency Management Center,Physical,Physical
BasSen01 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BasSen02 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BasSen03 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BasSen04 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BasSen05 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BasSen06 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BasSen07 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BasSen08 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BasSen 09 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BasSen10 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BasSen11 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
BasSen12 - Commercial Vehicle OBE,commercial vehicle location data,Bangkok Emergency Management Center,Physical,Physical
KPetrol Mon 001 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 002 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 003 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 004 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 005 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 006 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 007 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 008 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 009 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 010 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 011 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 012 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 013 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 014 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 015 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 016 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 017 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 018 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 019 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
KPetrol Mon 020 - Commercial Vehicle OBE,commercial vehicle location data,Khorathidin Regional Emergency Management Center,Physical,Physical
CP Container 01 - Freight Equipment,freight equipment information,CPI V01 EQ01 - Commercial Vehicle OBE,Physical,Physical
CP Container 02 - Freight Equipment,freight equipment information,CPI V02 EQ02 - Commercial Vehicle OBE,Physical,Physical
