Source,InformationFlow,Destination,SourceLayer,DestLayer
Personnel Device 44,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 44,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 44,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 44,decision support information,Khorathidin Central Emergency Vehicle OBE 07,Physical,Physical
Personnel Device 44,incident scene images,Khorathidin Central Emergency Vehicle OBE 07,Physical,Physical
Personnel Device 45,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 45,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 45,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 45,decision support information,Khorathidin Central Emergency Vehicle OBE 08,Physical,Physical
Personnel Device 45,incident scene images,Khorathidin Central Emergency Vehicle OBE 08,Physical,Physical
Personnel Device 46,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 46,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 46,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 46,decision support information,Khorathidin Central Emergency Vehicle OBE 08,Physical,Physical
Personnel Device 46,incident scene images,Khorathidin Central Emergency Vehicle OBE 08,Physical,Physical
Personnel Device 47,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 47,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 47,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 47,decision support information,Khorathidin Central Emergency Vehicle OBE 09,Physical,Physical
Personnel Device 47,incident scene images,Khorathidin Central Emergency Vehicle OBE 09,Physical,Physical
Personnel Device 48,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 48,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 48,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 48,decision support information,Khorathidin Central Emergency Vehicle OBE 09,Physical,Physical
Personnel Device 48,incident scene images,Khorathidin Central Emergency Vehicle OBE 09,Physical,Physical
Personnel Device 49,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 49,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 49,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 49,decision support information,Khorathidin Central Emergency Vehicle OBE 10,Physical,Physical
Personnel Device 49,incident scene images,Khorathidin Central Emergency Vehicle OBE 10,Physical,Physical
Personnel Device 50,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 50,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 50,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 50,decision support information,Khorathidin Central Emergency Vehicle OBE 10,Physical,Physical
Personnel Device 50,incident scene images,Khorathidin Central Emergency Vehicle OBE 10,Physical,Physical
Personnel Device 51,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 51,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 51,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 51,decision support information,Khorathidin Central Emergency Vehicle OBE 11,Physical,Physical
Personnel Device 51,incident scene images,Khorathidin Central Emergency Vehicle OBE 11,Physical,Physical
Personnel Device 52,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 52,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 52,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 52,decision support information,Khorathidin Central Emergency Vehicle OBE 11,Physical,Physical
Personnel Device 52,incident scene images,Khorathidin Central Emergency Vehicle OBE 11,Physical,Physical
Personnel Device 53,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 53,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 53,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 53,decision support information,Khorathidin Central Emergency Vehicle OBE 12,Physical,Physical
Personnel Device 53,incident scene images,Khorathidin Central Emergency Vehicle OBE 12,Physical,Physical
Personnel Device 54,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 54,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 54,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 54,decision support information,Khorathidin Central Emergency Vehicle OBE 12,Physical,Physical
Personnel Device 54,incident scene images,Khorathidin Central Emergency Vehicle OBE 12,Physical,Physical
Personnel Device 55,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 55,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 55,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 55,decision support information,Khorathidin Central Emergency Vehicle OBE 13,Physical,Physical
Personnel Device 55,incident scene images,Khorathidin Central Emergency Vehicle OBE 13,Physical,Physical
Personnel Device 56,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 56,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 56,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 56,decision support information,Khorathidin Central Emergency Vehicle OBE 13,Physical,Physical
Personnel Device 56,incident scene images,Khorathidin Central Emergency Vehicle OBE 13,Physical,Physical
Personnel Device 57,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 57,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 57,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 57,decision support information,Khorathidin Central Emergency Vehicle OBE 14,Physical,Physical
Personnel Device 57,incident scene images,Khorathidin Central Emergency Vehicle OBE 14,Physical,Physical
Personnel Device 58,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 58,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 58,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 58,decision support information,Khorathidin Central Emergency Vehicle OBE 14,Physical,Physical
Personnel Device 58,incident scene images,Khorathidin Central Emergency Vehicle OBE 14,Physical,Physical
Personnel Device 59,incident command input,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 59,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 59,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 59,decision support information,Khorathidin Central Emergency Vehicle OBE 15,Physical,Physical
Personnel Device 59,incident scene images,Khorathidin Central Emergency Vehicle OBE 15,Physical,Physical
Personnel Device 60,incident command input,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 60,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 60,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Personnel Device 60,decision support information,Khorathidin Central Emergency Vehicle OBE 15,Physical,Physical
Personnel Device 60,incident scene images,Khorathidin Central Emergency Vehicle OBE 15,Physical,Physical
Phnom Penh Emergency Management Center,incident command information coordination,Khorathidin Central Emergency Management Center,Physical,Physical
Phnom Penh Emergency Management Center,incident command information coordination,Bangkok Emergency Management Center,Physical,Physical
Samut Prakan Emergency Management Center,incident command information coordination,Khorathidin Central Emergency Management Center,Physical,Physical
Samut Prakan Emergency Management Center,incident command information coordination,Bangkok Emergency Management Center,Physical,Physical
Personnel Device 31,personnel location,Khorathidin Central Emergency Vehicle OBE 01,Physical,Physical
Personnel Device 32,personnel location,Khorathidin Central Emergency Vehicle OBE 01,Physical,Physical
Personnel Device 33,personnel location,Khorathidin Central Emergency Vehicle OBE 02,Physical,Physical
Personnel Device 34,personnel location,Khorathidin Central Emergency Vehicle OBE 02,Physical,Physical
Personnel Device 35,personnel location,Khorathidin Central Emergency Vehicle OBE 03,Physical,Physical
Personnel Device 36,personnel location,Khorathidin Central Emergency Vehicle OBE 03,Physical,Physical
Personnel Device 37,personnel location,Khorathidin Central Emergency Vehicle OBE 04,Physical,Physical
Personnel Device 38,personnel location,Khorathidin Central Emergency Vehicle OBE 04,Physical,Physical
Personnel Device 39,personnel location,Khorathidin Central Emergency Vehicle OBE 05,Physical,Physical
Personnel Device 40,personnel location,Khorathidin Central Emergency Vehicle OBE 05,Physical,Physical
Personnel Device 41,personnel location,Khorathidin Central Emergency Vehicle OBE 06,Physical,Physical
Personnel Device 42,personnel location,Khorathidin Central Emergency Vehicle OBE 06,Physical,Physical
Personnel Device 43,personnel location,Khorathidin Central Emergency Vehicle OBE 07,Physical,Physical
Personnel Device 44,personnel location,Khorathidin Central Emergency Vehicle OBE 07,Physical,Physical
Personnel Device 45,personnel location,Khorathidin Central Emergency Vehicle OBE 08,Physical,Physical
Personnel Device 46,personnel location,Khorathidin Central Emergency Vehicle OBE 08,Physical,Physical
Personnel Device 47,personnel location,Khorathidin Central Emergency Vehicle OBE 09,Physical,Physical
Personnel Device 48,personnel location,Khorathidin Central Emergency Vehicle OBE 09,Physical,Physical
Personnel Device 49,personnel location,Khorathidin Central Emergency Vehicle OBE 10,Physical,Physical
Personnel Device 50,personnel location,Khorathidin Central Emergency Vehicle OBE 10,Physical,Physical
Personnel Device 51,personnel location,Khorathidin Central Emergency Vehicle OBE 11,Physical,Physical
Personnel Device 52,personnel location,Khorathidin Central Emergency Vehicle OBE 11,Physical,Physical
Personnel Device 53,personnel location,Khorathidin Central Emergency Vehicle OBE 12,Physical,Physical
Personnel Device 54,personnel location,Khorathidin Central Emergency Vehicle OBE 12,Physical,Physical
Personnel Device 55,personnel location,Khorathidin Central Emergency Vehicle OBE 13,Physical,Physical
Personnel Device 56,personnel location,Khorathidin Central Emergency Vehicle OBE 13,Physical,Physical
Personnel Device 57,personnel location,Khorathidin Central Emergency Vehicle OBE 14,Physical,Physical
Personnel Device 58,personnel location,Khorathidin Central Emergency Vehicle OBE 14,Physical,Physical
Personnel Device 59,personnel location,Khorathidin Central Emergency Vehicle OBE 15,Physical,Physical
Personnel Device 60,personnel location,Khorathidin Central Emergency Vehicle OBE 15,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 33,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 34,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 35,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 36,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 37,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 38,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 39,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 40,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 41,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 42,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 43,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 44,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 45,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 46,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 47,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 48,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 49,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 50,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 51,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 52,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 53,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 54,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 55,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 56,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 57,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 58,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 59,Physical,Physical
Bangkok Emergency Vehicle OBE 01,decision support information,Personnel Device 01,Physical,Physical
Bangkok Emergency Vehicle OBE 01,decision support information,Personnel Device 02,Physical,Physical
Bangkok Emergency Vehicle OBE 02,decision support information,Personnel Device 03,Physical,Physical
Bangkok Emergency Vehicle OBE 02,decision support information,Personnel Device 04,Physical,Physical
Bangkok Emergency Vehicle OBE 03,decision support information,Personnel Device 05,Physical,Physical
Bangkok Emergency Vehicle OBE 03,decision support information,Personnel Device 06,Physical,Physical
Bangkok Emergency Vehicle OBE 04,decision support information,Personnel Device 07,Physical,Physical
Bangkok Emergency Vehicle OBE 04,decision support information,Personnel Device 08,Physical,Physical
Bangkok Emergency Vehicle OBE 05,decision support information,Personnel Device 09,Physical,Physical
Bangkok Emergency Vehicle OBE 05,decision support information,Personnel Device 10,Physical,Physical
Bangkok Emergency Vehicle OBE 06,decision support information,Personnel Device 11,Physical,Physical
Bangkok Emergency Vehicle OBE 06,decision support information,Personnel Device 12,Physical,Physical
Bangkok Emergency Vehicle OBE 07,decision support information,Personnel Device 13,Physical,Physical
Bangkok Emergency Vehicle OBE 07,decision support information,Personnel Device 14,Physical,Physical
Bangkok Emergency Vehicle OBE 08,decision support information,Personnel Device 15,Physical,Physical
Bangkok Emergency Vehicle OBE 08,decision support information,Personnel Device 16,Physical,Physical
Bangkok Emergency Vehicle OBE 09,decision support information,Personnel Device 17,Physical,Physical
Bangkok Emergency Vehicle OBE 09,decision support information,Personnel Device 18,Physical,Physical
Bangkok Emergency Vehicle OBE 10,decision support information,Personnel Device 19,Physical,Physical
Bangkok Emergency Vehicle OBE 10,decision support information,Personnel Device 20,Physical,Physical
Bangkok Emergency Vehicle OBE 11,decision support information,Personnel Device 21,Physical,Physical
Bangkok Emergency Vehicle OBE 11,decision support information,Personnel Device 22,Physical,Physical
Bangkok Emergency Vehicle OBE 12,decision support information,Personnel Device 23,Physical,Physical
Bangkok Emergency Vehicle OBE 12,decision support information,Personnel Device 24,Physical,Physical
Bangkok Emergency Vehicle OBE 13,decision support information,Personnel Device 25,Physical,Physical
Bangkok Emergency Vehicle OBE 13,decision support information,Personnel Device 26,Physical,Physical
Bangkok Emergency Vehicle OBE 14,decision support information,Personnel Device 27,Physical,Physical
Bangkok Emergency Vehicle OBE 14,decision support information,Personnel Device 28,Physical,Physical
Bangkok Emergency Vehicle OBE 15,decision support information,Personnel Device 29,Physical,Physical
Bangkok Emergency Vehicle OBE 15,decision support information,Personnel Device 30,Physical,Physical
Khorathidin Central Emergency Management Center,decision support information,Personnel Device 60,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 01,decision support information,Personnel Device 31,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 01,decision support information,Personnel Device 32,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 02,decision support information,Personnel Device 33,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 02,decision support information,Personnel Device 34,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 03,decision support information,Personnel Device 35,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 03,decision support information,Personnel Device 36,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 04,decision support information,Personnel Device 37,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 04,decision support information,Personnel Device 38,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 05,decision support information,Personnel Device 39,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 05,decision support information,Personnel Device 40,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 06,decision support information,Personnel Device 41,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 06,decision support information,Personnel Device 42,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 07,decision support information,Personnel Device 43,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 07,decision support information,Personnel Device 44,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 08,decision support information,Personnel Device 45,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 08,decision support information,Personnel Device 46,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 09,decision support information,Personnel Device 47,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 09,decision support information,Personnel Device 48,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 10,decision support information,Personnel Device 49,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 10,decision support information,Personnel Device 50,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 11,decision support information,Personnel Device 51,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 11,decision support information,Personnel Device 52,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 12,decision support information,Personnel Device 53,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 12,decision support information,Personnel Device 54,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 13,decision support information,Personnel Device 55,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 13,decision support information,Personnel Device 56,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 14,decision support information,Personnel Device 57,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 14,decision support information,Personnel Device 58,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 15,decision support information,Personnel Device 59,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 15,decision support information,Personnel Device 60,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 03,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 04,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 05,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 06,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 07,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 08,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 09,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 10,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 11,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 12,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 13,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 14,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 15,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 16,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 17,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 18,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 19,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 20,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 21,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 22,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 23,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 24,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 25,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 26,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 27,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 28,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 29,Physical,Physical
Bangkok Emergency Management Center,incident command information,Personnel Device 30,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 31,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 32,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 33,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 34,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 35,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 36,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 37,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 38,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 39,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 40,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 41,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 42,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 43,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 44,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 45,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 46,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 47,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 48,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 49,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 50,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 51,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 52,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 53,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 54,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 55,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 56,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 57,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 58,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 59,Physical,Physical
Khorathidin Central Emergency Management Center,incident command information,Personnel Device 60,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 01,incident scene images,Personnel Device 31,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 01,incident scene images,Personnel Device 32,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 02,incident scene images,Personnel Device 33,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 02,incident scene images,Personnel Device 34,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 03,incident scene images,Personnel Device 35,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 03,incident scene images,Personnel Device 36,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 04,incident scene images,Personnel Device 37,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 04,incident scene images,Personnel Device 38,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 05,incident scene images,Personnel Device 39,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 05,incident scene images,Personnel Device 40,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 06,incident scene images,Personnel Device 41,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 06,incident scene images,Personnel Device 42,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 07,incident scene images,Personnel Device 43,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 07,incident scene images,Personnel Device 44,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 08,incident scene images,Personnel Device 45,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 08,incident scene images,Personnel Device 47,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 09,incident scene images,Personnel Device 48,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 09,incident scene images,Personnel Device 49,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 10,incident scene images,Personnel Device 50,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 10,incident scene images,Personnel Device 51,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 11,incident scene images,Personnel Device 52,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 11,incident scene images,Personnel Device 53,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 12,incident scene images,Personnel Device 54,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 12,incident scene images,Personnel Device 55,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 13,incident scene images,Personnel Device 56,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 13,incident scene images,Personnel Device 57,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 14,incident scene images,Personnel Device 58,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 14,incident scene images,Personnel Device 59,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 15,incident scene images,Personnel Device 59,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 15,incident scene images,Personnel Device 60,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 01,incident scene status,Personnel Device 31,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 01,incident scene status,Personnel Device 32,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 02,incident scene status,Personnel Device 33,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 02,incident scene status,Personnel Device 34,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 03,incident scene status,Personnel Device 35,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 03,incident scene status,Personnel Device 36,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 04,incident scene status,Personnel Device 37,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 04,incident scene status,Personnel Device 38,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 05,incident scene status,Personnel Device 39,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 05,incident scene status,Personnel Device 40,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 06,incident scene status,Personnel Device 41,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 06,incident scene status,Personnel Device 42,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 07,incident scene status,Personnel Device 43,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 07,incident scene status,Personnel Device 44,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 08,incident scene status,Personnel Device 45,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 08,incident scene status,Personnel Device 46,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 09,incident scene status,Personnel Device 47,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 09,incident scene status,Personnel Device 48,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 10,incident scene status,Personnel Device 49,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 10,incident scene status,Personnel Device 50,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 11,incident scene status,Personnel Device 51,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 11,incident scene status,Personnel Device 52,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 12,incident scene status,Personnel Device 53,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 12,incident scene status,Personnel Device 54,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 13,incident scene status,Personnel Device 55,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 13,incident scene status,Personnel Device 56,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 14,incident scene status,Personnel Device 57,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 14,incident scene status,Personnel Device 58,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 15,incident scene status,Personnel Device 59,Physical,Physical
Khorathidin Central Emergency Vehicle OBE 15,incident scene status,Personnel Device 60,Physical,Physical
Bangkok Emergency Vehicle OBE 02,decision support information,Bangkok Emergency Vehicle OBE 01,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene status,Bangkok Emergency Vehicle OBE 01,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene images,Bangkok Emergency Vehicle OBE 01,Physical,Physical
Bangkok Emergency Vehicle OBE 03,decision support information,Bangkok Emergency Vehicle OBE 01,Physical,Physical
Bangkok Emergency Vehicle OBE 03,incident scene status,Bangkok Emergency Vehicle OBE 01,Physical,Physical
