NodeName,isCyber,isPhysical,isSocial,ArchitectureLayer
Intermodal Terminal Maintainer,1,1,0,Enterprise
ITS Roadway Equipment Maintainer,1,1,0,Enterprise
ITS Roadway Payment Equipment Maintainer,1,1,0,Enterprise
Maint and Constr Administrative Systems Maintainer,1,0,1,Enterprise
Maint and Constr Management Center Maintainer,1,1,1,Enterprise
Maint and Constr Vehicle OBE Maintainer,1,1,0,Enterprise
Map Update System Maintainer,1,0,0,Enterprise
Media Maintainer,1,0,1,Enterprise
Multimodal Crossing Equipment Maintainer,1,1,0,Enterprise
Network Time Source Maintainer,1,0,0,Enterprise
Object Registration and Discovery System Maintainer,1,0,0,Enterprise
On-Board Weight Monitoring Equipment Maintainer,1,1,0,Enterprise
Other Archived Data Systems Maintainer,1,0,0,Enterprise
Other Authorizing Centers Maintainer,1,0,1,Enterprise
Other Commercial Vehicle Service Provider Centers Maintainer,1,0,1,Enterprise
Other Connected Vehicle Roadside Equipment Maintainer,1,1,0,Enterprise
Other Credentials Management Systems Maintainer,1,0,1,Enterprise
Other CV Administration Centers Maintainer,1,0,1,Enterprise
Other Data Distribution Systems Maintainer,1,0,0,Enterprise
Other Data Sources Maintainer,1,0,0,Enterprise
Other Emergency Management Centers Maintainer,1,1,1,Enterprise
Other EV OBEs Maintainer,1,1,0,Enterprise
Other Freight Distribution and Logistics Centers Maintainer,1,1,1,Enterprise
Other ITS Roadway Equipment Maintainer,1,1,0,Enterprise
Other Maint and Constr Mgmt Centers Maintainer,1,1,1,Enterprise
Other Map Update Systems Maintainer,1,0,0,Enterprise
Other MCV OBEs Maintainer,1,1,0,Enterprise
Other Parking Management Centers Maintainer,1,1,1,Enterprise
Other Payment Administration Centers Maintainer,1,0,1,Enterprise
Other Traffic Management Centers Maintainer,1,1,1,Enterprise
Other Transit Management Centers Maintainer,1,1,1,Enterprise
Other Transportation Information Centers Maintainer,1,1,1,Enterprise
Other Vehicle OBEs Maintainer,1,1,0,Enterprise
Parking Area Equipment Maintainer,1,1,0,Enterprise
Payment Administration Center Maintainer,1,0,1,Enterprise
Payment Device Maintainer,1,1,0,Enterprise
Personal Information Device Maintainer,1,1,0,Enterprise
Personal Location and Time Data Source Maintainer,1,1,0,Enterprise
Population and Housing Data System Maintainer,1,0,1,Enterprise
Position Corrections Source Maintainer,1,1,0,Enterprise
Privacy Protection Gateway Maintainer,1,0,1,Enterprise
Public Health System Maintainer,1,0,1,Enterprise
Rail Operations Center Maintainer,1,1,1,Enterprise
Security Credentials Registry Maintainer,1,0,1,Enterprise
Security Monitoring Equipment Maintainer,1,1,0,Enterprise
Service Monitor System Maintainer,1,1,0,Enterprise
Shelter Provider Center Maintainer,1,0,1,Enterprise
Social Media Maintainer,1,0,1,Enterprise
Special Needs Registry Maintainer,1,0,1,Enterprise
Storage Facility Data Acquisition System Maintainer,1,1,0,Enterprise
Support Maintenance Equipment Maintainer,1,1,0,Enterprise
Surface Transportation Weather Service Maintainer,1,1,0,Enterprise
Traffic Management Center Maintainer,1,1,1,Enterprise
Traffic Regulatory Authority Center Maintainer,1,0,1,Enterprise
Transit Management Center Maintainer,1,1,1,Enterprise
Transit Vehicle OBE Maintainer,1,1,0,Enterprise
Transportation Information Center Maintainer,1,1,1,Enterprise
Travel Services Provider System Maintainer,1,0,1,Enterprise
Traveler Card Maintainer,1,1,0,Enterprise
Traveler Information Voice System Maintainer,1,1,1,Enterprise
Traveler Support Equipment Maintainer,1,1,0,Enterprise
Vehicle Location and Time Data Source Maintainer,1,1,0,Enterprise
Vehicle OBE Maintainer,1,1,0,Enterprise
Vehicle Service Center Maintainer,1,1,1,Enterprise
Wayside Equipment Maintainer,1,1,0,Enterprise
Weather Service System Maintainer,1,1,0,Enterprise
Wide Area Information Disseminator System Maintainer,1,1,1,Enterprise
Alerting and Advisory System Installer,1,1,1,Enterprise
Alternate Mode Transportation Center Installer,1,1,1,Enterprise
Archived Data System Installer,1,0,0,Enterprise
Archived Data User System Installer,1,0,1,Enterprise
Asset Management System Installer,1,1,0,Enterprise
Authorizing Center Installer,1,0,1,Enterprise
Basic Commercial Vehicle Installer,1,1,0,Enterprise
Basic Emergency Vehicle Installer,1,1,0,Enterprise
Basic Maint and Constr Vehicle Installer,1,1,0,Enterprise
Basic Transit Vehicle Installer,1,1,0,Enterprise
Basic Vehicle Installer,1,1,0,Enterprise
Border Inspection Administration Center Installer,1,0,1,Enterprise
Border Inspection System Installer,1,1,1,Enterprise
Care Facility Installer,1,1,1,Enterprise
Center Installer,1,1,0,Enterprise
Commercial Vehicle Administration Center Installer,1,1,0,Enterprise
Commercial Vehicle Check Equipment Installer,1,1,0,Enterprise
Commercial Vehicle OBE Installer,1,1,0,Enterprise
Commercial Vehicle Service Provider Center Installer,1,1,0,Enterprise
Connected Vehicle Roadside Equipment Installer,1,1,0,Enterprise
Cooperative ITS Credentials Management System Installer,1,1,0,Enterprise
CVO Information Requestor Center Installer,1,1,0,Enterprise
Data Distribution System Installer,1,1,0,Enterprise
DMV Installer,1,1,1,Enterprise
Driver Identification Card Installer,1,1,1,Enterprise
Electric Charging Station Installer,1,1,0,Enterprise
Emergency Management Center Installer,1,1,1,Enterprise
Emergency Telecommunications System Installer,1,1,1,Enterprise
Emergency Vehicle OBE Installer,1,1,0,Enterprise
Emissions Management Center Installer,1,1,0,Enterprise
Enforcement Center Installer,1,1,1,Enterprise
Equipment Repair Facility Installer,1,1,0,Enterprise
Event Promoter System Installer,1,1,1,Enterprise
Field Installer,1,1,0,Enterprise
Field Location and Time Data Source Installer,1,1,0,Enterprise
Field Maintenance Equipment Installer,1,1,0,Enterprise
Financial Center Installer,1,1,0,Enterprise
Fleet and Freight Management Center Installer,1,1,0,Enterprise
Freight Consolidation Station Installer,1,1,0,Enterprise
Freight Distribution and Logistics Center Installer,1,1,0,Enterprise
Freight Equipment Installer,1,1,0,Enterprise
Government Reporting Systems Installer,1,1,0,Enterprise
Intermodal Customer System Installer,1,1,1,Enterprise
Intermodal Terminal Installer,1,1,0,Enterprise
ITS Roadway Equipment Installer,1,1,0,Enterprise
ITS Roadway Payment Equipment Installer,1,1,0,Enterprise
Maint and Constr Administrative Systems Installer,1,1,0,Enterprise
Maint and Constr Management Center Installer,1,1,0,Enterprise
Maint and Constr Vehicle OBE Installer,1,1,0,Enterprise
Map Update System Installer,1,1,0,Enterprise
Media Installer,1,1,1,Enterprise
Multimodal Crossing Equipment Installer,1,1,0,Enterprise
Network Time Source Installer,1,1,0,Enterprise
Object Registration and Discovery System Installer,1,1,0,Enterprise
On-Board Weight Monitoring Equipment Installer,1,1,0,Enterprise
Other Archived Data Systems Installer,1,1,0,Enterprise
Other Authorizing Centers Installer,1,1,0,Enterprise
Other Commercial Vehicle Service Provider Centers Installer,1,1,0,Enterprise
Other Connected Vehicle Roadside Equipment Installer,1,1,0,Enterprise
Other Credentials Management Systems Installer,1,1,0,Enterprise
Other CV Administration Centers Installer,1,1,0,Enterprise
Other Data Distribution Systems Installer,1,1,0,Enterprise
Other Data Sources Installer,1,1,0,Enterprise
Other Emergency Management Centers Installer,1,1,1,Enterprise
Other EV OBEs Installer,1,1,0,Enterprise
Other Freight Distribution and Logistics Centers Installer,1,1,0,Enterprise
Other ITS Roadway Equipment Installer,1,1,0,Enterprise
Other Maint and Constr Mgmt Centers Installer,1,1,0,Enterprise
Other Map Update Systems Installer,1,0,0,Enterprise
Other MCV OBEs Installer,1,1,0,Enterprise
Other Parking Management Centers Installer,1,1,0,Enterprise
Other Payment Administration Centers Installer,1,0,0,Enterprise
Other Traffic Management Centers Installer,1,1,0,Enterprise
Other Transit Management Centers Installer,1,1,0,Enterprise
Other Transportation Information Centers Installer,1,0,0,Enterprise
Other Vehicle OBEs Installer,1,1,0,Enterprise
Parking Area Equipment Installer,1,1,0,Enterprise
Payment Administration Center Installer,1,0,0,Enterprise
Payment Device Installer,1,1,0,Enterprise
Personal Information Device Installer,1,1,0,Enterprise
Personal Location and Time Data Source Installer,1,1,0,Enterprise
Population and Housing Data System Installer,1,0,1,Enterprise
Position Corrections Source Installer,1,0,0,Enterprise
Privacy Protection Gateway Installer,1,0,0,Enterprise
Public Health System Installer,1,0,1,Enterprise
Rail Operations Center Installer,1,1,0,Enterprise
Security Credentials Registry Installer,1,0,0,Enterprise
Security Monitoring Equipment Installer,1,1,0,Enterprise
Service Monitor System Installer,1,0,0,Enterprise
Shelter Provider Center Installer,1,1,1,Enterprise
Social Media Installer,1,0,1,Enterprise
Special Needs Registry Installer,1,0,1,Enterprise
Storage Facility Data Acquisition System Installer,1,1,0,Enterprise
Support Maintenance Equipment Installer,1,1,0,Enterprise
Surface Transportation Weather Service Installer,1,0,0,Enterprise
Traffic Management Center Installer,1,1,0,Enterprise
Traffic Regulatory Authority Center Installer,1,0,1,Enterprise
Transit Management Center Installer,1,1,0,Enterprise
Transit Vehicle OBE Installer,1,1,0,Enterprise
Transportation Information Center Installer,1,0,0,Enterprise
Travel Services Provider System Installer,1,0,1,Enterprise
Traveler Card Installer,1,1,0,Enterprise
Traveler Information Voice System Installer,1,1,0,Enterprise
Traveler Support Equipment Installer,1,1,0,Enterprise
Vehicle Location and Time Data Source Installer,1,1,0,Enterprise
Vehicle OBE Installer,1,1,0,Enterprise
Vehicle Service Center Installer,1,1,0,Enterprise
Wayside Equipment Installer,1,1,0,Enterprise
Weather Service System Installer,1,0,0,Enterprise
Wide Area Information Disseminator System Installer,1,1,0,Enterprise
Alerting and Advisory System Verifier,1,0,1,Enterprise
Alternate Mode Transportation Center Verifier,1,1,0,Enterprise
Archived Data System Verifier,1,0,0,Enterprise
Archived Data User System Verifier,1,0,0,Enterprise
Asset Management System Verifier,1,0,0,Enterprise
Authorizing Center Verifier,1,0,0,Enterprise
Basic Commercial Vehicle Verifier,1,1,0,Enterprise
Basic Emergency Vehicle Verifier,1,1,0,Enterprise
Basic Maint and Constr Vehicle Verifier,1,1,0,Enterprise
Basic Transit Vehicle Verifier,1,1,0,Enterprise
Basic Vehicle Verifier,1,1,0,Enterprise
Border Inspection Administration Center Verifier,1,0,0,Enterprise
Border Inspection System Verifier,1,1,0,Enterprise
Care Facility Verifier,1,1,1,Enterprise
Center Verifier,1,0,0,Enterprise
Commercial Vehicle Administration Center Verifier,1,0,0,Enterprise
Commercial Vehicle Check Equipment Verifier,1,1,0,Enterprise
Commercial Vehicle OBE Verifier,1,1,0,Enterprise
Commercial Vehicle Service Provider Center Verifier,1,0,0,Enterprise
Connected Vehicle Roadside Equipment Verifier,1,1,0,Enterprise
Cooperative ITS Credentials Management System Verifier,1,0,0,Enterprise
CVO Information Requestor Center Verifier,1,0,0,Enterprise
Data Distribution System Verifier,1,0,0,Enterprise
DMV Verifier,1,0,1,Enterprise
Driver Identification Card Verifier,1,1,1,Enterprise
Electric Charging Station Verifier,1,1,0,Enterprise
Emergency Management Center Verifier,1,0,1,Enterprise
Emergency Telecommunications System Verifier,1,0,1,Enterprise
Emergency Vehicle OBE Verifier,1,1,0,Enterprise
Emissions Management Center Verifier,1,0,0,Enterprise
Enforcement Center Verifier,1,0,1,Enterprise
Equipment Repair Facility Verifier,1,1,0,Enterprise
Event Promoter System Verifier,1,0,1,Enterprise
Field Verifier,1,1,0,Enterprise
Field Location and Time Data Source Verifier,1,1,0,Enterprise
Field Maintenance Equipment Verifier,1,1,0,Enterprise
Financial Center Verifier,1,0,0,Enterprise
Fleet and Freight Management Center Verifier,1,0,0,Enterprise
Freight Consolidation Station Verifier,1,1,0,Enterprise
Freight Distribution and Logistics Center Verifier,1,1,0,Enterprise
Freight Equipment Verifier,1,1,0,Enterprise
Government Reporting Systems Verifier,1,0,1,Enterprise
Intermodal Customer System Verifier,1,0,1,Enterprise
Intermodal Terminal Verifier,1,1,0,Enterprise
ITS Roadway Equipment Verifier,1,1,0,Enterprise
ITS Roadway Payment Equipment Verifier,1,1,0,Enterprise
Maint and Constr Administrative Systems Verifier,1,0,0,Enterprise
Maint and Constr Management Center Verifier,1,0,0,Enterprise
Maint and Constr Vehicle OBE Verifier,1,1,0,Enterprise
Map Update System Verifier,1,0,0,Enterprise
Media Verifier,1,0,1,Enterprise
Multimodal Crossing Equipment Verifier,1,1,0,Enterprise
Network Time Source Verifier,1,0,0,Enterprise
Object Registration and Discovery System Verifier,1,0,0,Enterprise
On-Board Weight Monitoring Equipment Verifier,1,1,0,Enterprise
Other Archived Data Systems Verifier,1,0,0,Enterprise
Other Authorizing Centers Verifier,1,0,0,Enterprise
Other Commercial Vehicle Service Provider Centers Verifier,1,0,0,Enterprise
Other Connected Vehicle Roadside Equipment Verifier,1,1,0,Enterprise
Other Credentials Management Systems Verifier,1,0,0,Enterprise
Other CV Administration Centers Verifier,1,0,0,Enterprise
Other Data Distribution Systems Verifier,1,0,0,Enterprise
Other Data Sources Verifier,1,0,0,Enterprise
Other Emergency Management Centers Verifier,1,0,0,Enterprise
Other EV OBEs Verifier,1,1,0,Enterprise
Other Freight Distribution and Logistics Centers Verifier,1,0,0,Enterprise
Other ITS Roadway Equipment Verifier,1,1,0,Enterprise
Other Maint and Constr Mgmt Centers Verifier,1,0,0,Enterprise
Other Map Update Systems Verifier,1,0,0,Enterprise
Other MCV OBEs Verifier,1,1,0,Enterprise
Other Parking Management Centers Verifier,1,0,0,Enterprise
Other Payment Administration Centers Verifier,1,0,0,Enterprise
Other Traffic Management Centers Verifier,1,0,0,Enterprise
Other Transit Management Centers Verifier,1,0,0,Enterprise
Other Transportation Information Centers Verifier,1,0,0,Enterprise
Other Vehicle OBEs Verifier,1,1,0,Enterprise
Parking Area Equipment Verifier,1,1,0,Enterprise
Payment Administration Center Verifier,1,0,0,Enterprise
Payment Device Verifier,1,1,0,Enterprise
Personal Information Device Verifier,1,1,0,Enterprise
Personal Location and Time Data Source Verifier,1,1,0,Enterprise
Population and Housing Data System Verifier,1,0,1,Enterprise
Position Corrections Source Verifier,1,0,0,Enterprise
Privacy Protection Gateway Verifier,1,0,1,Enterprise
Public Health System Verifier,1,0,1,Enterprise
Rail Operations Center Verifier,1,0,0,Enterprise
Security Credentials Registry Verifier,1,0,0,Enterprise
Security Monitoring Equipment Verifier,1,1,0,Enterprise
Service Monitor System Verifier,1,0,0,Enterprise
Shelter Provider Center Verifier,1,0,1,Enterprise
Social Media Verifier,1,0,1,Enterprise
Special Needs Registry Verifier,1,0,1,Enterprise
Storage Facility Data Acquisition System Verifier,1,1,0,Enterprise
Support Maintenance Equipment Verifier,1,1,0,Enterprise
Surface Transportation Weather Service Verifier,1,0,0,Enterprise
Traffic Management Center Verifier,1,0,0,Enterprise
Traffic Regulatory Authority Center Verifier,1,0,0,Enterprise
Transit Management Center Verifier,1,0,0,Enterprise
Transit Vehicle OBE Verifier,1,1,0,Enterprise
Transportation Information Center Verifier,1,0,0,Enterprise
Travel Services Provider System Verifier,1,0,1,Enterprise
Traveler Card Verifier,1,1,0,Enterprise
Traveler Information Voice System Verifier,1,0,1,Enterprise
Traveler Support Equipment,1,1,0,Enterprise
Vehicle Location and Time Data Source,1,1,0,Enterprise
Vehicle OBE,1,1,0,Enterprise
Vehicle Service Center,1,1,1,Enterprise
Wayside Equipment,1,1,0,Enterprise
Weather Service System,1,1,0,Enterprise
Wide Area Information Disseminator System,1,1,0,Enterprise
Alerting and Advisory System,1,1,0,Enterprise
Alternate Mode Transportation Center,1,1,1,Enterprise
Archived Data System,1,1,0,Enterprise
Archived Data User System,1,1,1,Enterprise
Asset Management System,1,1,0,Enterprise
Authorizing Center,1,1,1,Enterprise
Basic Commercial Vehicle,1,1,0,Enterprise
Basic Emergency Vehicle,1,1,0,Enterprise
Basic Maint and Constr Vehicle,1,1,0,Enterprise
Basic Transit Vehicle,1,1,0,Enterprise
Basic Vehicle,1,1,0,Enterprise
Border Inspection Administration Center,1,1,1,Enterprise
Border Inspection System,1,1,1,Enterprise
Care Facility,1,1,1,Enterprise
Center,1,1,1,Enterprise
Commercial Vehicle Administration Center,1,1,1,Enterprise
Commercial Vehicle Check Equipment,1,1,0,Enterprise
Commercial Vehicle OBE,1,1,0,Enterprise
Commercial Vehicle Service Provider Center,1,1,1,Enterprise
Connected Vehicle Roadside Equipment,1,1,0,Enterprise
Cooperative ITS Credentials Management System,1,1,0,Enterprise
CVO Information Requestor Center,1,1,1,Enterprise
Data Distribution System,1,1,0,Enterprise
DMV,1,1,1,Enterprise
Driver Identification Card,1,1,0,Enterprise
Electric Charging Station,1,1,0,Enterprise
Emergency Management Center,1,1,1,Enterprise
Emergency Telecommunications System,1,1,1,Enterprise
Emergency Vehicle OBE,1,1,0,Enterprise
Emissions Management Center,1,1,1,Enterprise
Enforcement Center,1,1,1,Enterprise
Equipment Repair Facility,1,1,1,Enterprise
Event Promoter System,1,1,1,Enterprise
Field,1,1,0,Enterprise
Field Location and Time Data Source,1,1,0,Enterprise
Field Maintenance Equipment,1,1,0,Enterprise
Financial Center,1,1,1,Enterprise
Fleet and Freight Management Center,1,1,1,Enterprise
Freight Consolidation Station,1,1,1,Enterprise
Freight Distribution and Logistics Center,1,1,1,Enterprise
Freight Equipment,1,1,0,Enterprise
Government Reporting Systems,1,1,1,Enterprise
Intermodal Customer System,1,1,1,Enterprise
Intermodal Terminal Developer,1,1,0,Enterprise
ITS Roadway Equipment Developer,1,1,0,Enterprise
ITS Roadway Payment Equipment Developer,1,1,0,Enterprise
Maint and Constr Administrative Systems Developer,1,0,0,Enterprise
Maint and Constr Management Center Developer,1,0,0,Enterprise
Maint and Constr Vehicle OBE Developer,1,1,0,Enterprise
Map Update System Developer,1,0,0,Enterprise
Media Developer,1,0,1,Enterprise
Multimodal Crossing Equipment Developer,1,1,0,Enterprise
Network Time Source Developer,1,0,0,Enterprise
Object Registration and Discovery System Developer,1,0,0,Enterprise
On-Board Weight Monitoring Equipment Developer,1,1,0,Enterprise
Other Archived Data Systems Developer,1,0,0,Enterprise
Other Authorizing Centers Developer,1,0,0,Enterprise
Other Commercial Vehicle Service Provider Centers Developer,1,0,1,Enterprise
Other Connected Vehicle Roadside Equipment Developer,1,1,0,Enterprise
Other Credentials Management Systems Developer,1,0,0,Enterprise
Other CV Administration Centers Developer,1,0,0,Enterprise
Other Data Distribution Systems Developer,1,0,0,Enterprise
Other Data Sources Developer,1,0,0,Enterprise
Other Emergency Management Centers Developer,1,0,1,Enterprise
Other EV OBEs Developer,1,1,0,Enterprise
Other Freight Distribution and Logistics Centers Developer,1,0,1,Enterprise
Other ITS Roadway Equipment Developer,1,1,0,Enterprise
Other Maint and Constr Mgmt Centers Developer,1,0,0,Enterprise
Other Map Update Systems Developer,1,0,0,Enterprise
Other MCV OBEs Developer,1,1,0,Enterprise
Other Parking Management Centers Developer,1,0,0,Enterprise
Other Payment Administration Centers Developer,1,0,0,Enterprise
Other Traffic Management Centers Developer,1,0,0,Enterprise
Other Transit Management Centers Developer,1,0,1,Enterprise
Other Transportation Information Centers Developer,1,0,1,Enterprise
Other Vehicle OBEs Developer,1,1,0,Enterprise
Parking Area Equipment Developer,1,1,0,Enterprise
Payment Administration Center Developer,1,0,0,Enterprise
Payment Device Developer,1,1,0,Enterprise
Personal Information Device Developer,1,1,1,Enterprise
Personal Location and Time Data Source Developer,1,0,1,Enterprise
Population and Housing Data System Developer,1,0,1,Enterprise
Position Corrections Source Developer,1,0,0,Enterprise
Privacy Protection Gateway Developer,1,0,1,Enterprise
Public Health System Developer,1,0,1,Enterprise
Rail Operations Center Developer,1,0,0,Enterprise
Security Credentials Registry Developer,1,0,0,Enterprise
Security Monitoring Equipment Developer,1,1,0,Enterprise
Service Monitor System Developer,1,0,0,Enterprise
Shelter Provider Center Developer,1,0,1,Enterprise
Social Media Developer,1,0,1,Enterprise
Special Needs Registry Developer,1,0,1,Enterprise
Storage Facility Data Acquisition System Developer,1,1,0,Enterprise
Support Maintenance Equipment Developer,1,1,0,Enterprise
Surface Transportation Weather Service Developer,1,1,0,Enterprise
Traffic Management Center Developer,1,1,0,Enterprise
Traffic Regulatory Authority Center Developer,1,1,0,Enterprise
Transit Management Center Developer,1,1,0,Enterprise
Transit Vehicle OBE Developer,1,1,0,Enterprise
Transportation Information Center Developer,1,1,0,Enterprise
Travel Services Provider System Developer,1,0,1,Enterprise
Traveler Card Developer,1,1,0,Enterprise
Traveler Information Voice System Developer,1,1,0,Enterprise
Traveler Support Equipment Developer,1,1,0,Enterprise
Vehicle Location and Time Data Source Developer,1,1,0,Enterprise
Vehicle OBE Developer,1,1,0,Enterprise
Vehicle Service Center Developer,1,1,1,Enterprise
Wayside Equipment Developer,1,1,0,Enterprise
Weather Service System Developer,1,1,0,Enterprise
Wide Area Information Disseminator System Developer,1,1,0,Enterprise
Vehicle OBE Manager,1,1,0,Enterprise
Map Update System Manager,1,1,0,Enterprise
Other Vehicle OBEs Manager,1,1,0,Enterprise
Other Vehicle OBEs Operator,1,1,1,Enterprise
Traffic Management Center Manager,1,1,1,Enterprise
Maint and Constr Management Center Manager,1,1,1,Enterprise
ITS Roadway Equipment Manager,1,1,0,Enterprise
Connected Vehicle Roadside Equipment Manager,1,1,0,Enterprise
Connected Vehicle Roadside Equipment Operator,1,1,1,Enterprise
Freight Equipment Manager,1,1,0,Enterprise
Freight Equipment Operator,1,1,1,Enterprise
Intermodal Terminal Manager,1,1,1,Enterprise
Intermodal Terminal Operator,1,1,1,Enterprise
Commercial Vehicle OBE Manager,1,1,0,Enterprise
Fleet and Freight Management Center Manager,1,1,1,Enterprise
Transportation Information Center Manager,1,1,1,Enterprise
Intermodal Customer System Manager,1,0,1,Enterprise
Intermodal Customer System Operator,1,0,1,Enterprise
Freight Distribution and Logistics Center Manager,1,1,1,Enterprise
Freight Distribution and Logistics Center Operator,1,1,1,Enterprise
Freight Consolidation Station Manager,1,1,1,Enterprise
Freight Consolidation Station Operator,1,1,1,Enterprise
Personal Information Device Manager,1,1,0,Enterprise
Transit Management Center Manager,1,1,1,Enterprise
Transit Vehicle OBE Manager,1,1,0,Enterprise
Alternate Mode Transportation Center Manager,1,1,1,Enterprise
Alternate Mode Transportation Center Operator,1,1,1,Enterprise
Other Transit Management Centers Manager,1,1,1,Enterprise
Other Transit Management Centers Operator,1,1,1,Enterprise
Emissions Management Center Manager,1,1,1,Enterprise
Weather Service System Manager,1,1,0,Enterprise
Weather Service System Operator,1,1,1,Enterprise
Surface Transportation Weather Service Manager,1,1,0,Enterprise
Surface Transportation Weather Service Operator,1,1,1,Enterprise
Maint and Constr Vehicle OBE Manager,1,1,0,Enterprise
Archived Data System Manager,1,0,0,Enterprise
Enforcement Center Manager,1,1,1,Enterprise
Enforcement Center Operator,1,1,1,Enterprise
Wayside Equipment Manager,1,1,0,Enterprise
Wayside Equipment Operator,1,1,0,Enterprise
Other MCV OBEs Manager,1,1,0,Enterprise
Other MCV OBEs Operator,1,1,0,Enterprise
Emergency Vehicle OBE Manager,1,1,0,Enterprise
Other Traffic Management Centers Manager,1,1,1,Enterprise
Other Traffic Management Centers Operator,1,1,1,Enterprise
Financial Center Manager,1,0,1,Enterprise
Financial Center Operator,1,0,1,Enterprise
Payment Administration Center Manager,1,0,1,Enterprise
ITS Roadway Payment Equipment Manager,1,1,0,Enterprise
Event Promoter System Manager,1,0,1,Enterprise
Event Promoter System Operator,1,0,1,Enterprise
Payment Device Manager,1,1,0,Enterprise
Electric Charging Station Manager,1,1,0,Enterprise
DMV Manager,1,0,1,Enterprise
DMV Operator,1,0,1,Enterprise
Other Payment Administration Centers Manager,1,0,1,Enterprise
Other Payment Administration Centers Operator,1,0,1,Enterprise
Emergency Management Center Manager,1,1,1,Enterprise
Other ITS Roadway Equipment Manager,1,1,0,Enterprise
Other ITS Roadway Equipment Operator,1,1,0,Enterprise
Other Emergency Management Centers Manager,1,1,1,Enterprise
Other Emergency Management Centers Operator,1,1,1,Enterprise
Shelter Provider Center Manager,1,1,1,Enterprise
Shelter Provider Center Operator,1,1,1,Enterprise
Travel Services Provider System Manager,1,0,1,Enterprise
Travel Services Provider System Operator,1,0,1,Enterprise
Public Health System Manager,1,0,1,Enterprise
Public Health System Operator,1,0,1,Enterprise
Rail Operations Center Manager,1,1,1,Enterprise
Rail Operations Center Operator,1,1,1,Enterprise
Population and Housing Data System Manager,1,0,1,Enterprise
Population and Housing Data System Operator,1,0,1,Enterprise
Care Facility Manager,1,1,1,Enterprise
Care Facility Operator,1,1,1,Enterprise
Other EV OBEs Manager,1,1,0,Enterprise
Other EV OBEs Operator,1,1,0,Enterprise
Emergency Telecommunications System Manager,1,1,1,Enterprise
Emergency Telecommunications System Operator,1,1,1,Enterprise
Parking Area Equipment Manager,1,1,0,Enterprise
Traveler Support Equipment Manager,1,1,1,Enterprise
Other Transportation Information Centers Manager,1,0,1,Enterprise
Other Transportation Information Centers Operator,1,0,1,Enterprise
Media Manager,1,0,1,Enterprise
Media Operator,1,0,1,Enterprise
Social Media Manager,1,0,1,Enterprise
Social Media Operator,1,0,1,Enterprise
Special Needs Registry Manager,1,0,1,Enterprise
Special Needs Registry Operator,1,0,1,Enterprise
Border Inspection Administration Center Manager,1,1,1,Enterprise
Border Inspection Administration Center Operator,1,1,1,Enterprise
Border Inspection System Manager,1,1,1,Enterprise
Border Inspection System Operator,1,1,1,Enterprise
Commercial Vehicle Check Equipment Manager,1,1,0,Enterprise
Commercial Vehicle Administration Center Manager,1,1,1,Enterprise
Other CV Administration Centers Manager,1,1,1,Enterprise
Other CV Administration Centers Operator,1,1,1,Enterprise
Center Manager,1,1,1,Enterprise
Authorizing Center Manager,1,0,1,Enterprise
Authorizing Center Operator,1,0,1,Enterprise
Cooperative ITS Credentials Management System Manager,1,1,1,Enterprise
Field Maintenance Equipment Manager,1,1,0,Enterprise
Storage Facility Data Acquisition System Manager,1,1,0,Enterprise
Storage Facility Data Acquisition System Operator,1,1,0,Enterprise
Maint and Constr Administrative Systems Manager,1,1,1,Enterprise
Maint and Constr Administrative Systems Operator,1,1,1,Enterprise
Government Reporting Systems Manager,1,0,1,Enterprise
Government Reporting Systems Operator,1,0,1,Enterprise
Archived Data User System Manager,1,0,1,Enterprise
Archived Data User System Operator,1,0,1,Enterprise
Basic Transit Vehicle Manager,1,1,0,Enterprise
Basic Emergency Vehicle Manager,1,1,0,Enterprise
Basic Commercial Vehicle Manager,1,1,0,Enterprise
Other Authorizing Centers Manager,1,0,1,Enterprise
Other Authorizing Centers Operator,1,0,1,Enterprise
Traveler Card Manager,1,1,1,Enterprise
Data Distribution System Manager,1,0,0,Enterprise
Other Data Distribution Systems Manager,1,0,0,Enterprise
Other Data Distribution Systems Operator,1,0,0,Enterprise
Object Registration and Discovery System Manager,1,0,0,Enterprise
Service Monitor System Manager,1,0,0,Enterprise
Wide Area Information Disseminator System Manager,1,0,1,Enterprise
Wide Area Information Disseminator System Operator,1,0,1,Enterprise
Basic Maint and Constr Vehicle Manager,1,1,0,Enterprise
Network Time Source Manager,1,0,0,Enterprise
Network Time Source Operator,1,0,0,Enterprise
Other Freight Distribution and Logistics Centers Manager,1,1,1,Enterprise
Other Freight Distribution and Logistics Centers Operator,1,1,1,Enterprise
Other Credentials Management Systems Manager,1,0,1,Enterprise
Other Credentials Management Systems Operator,1,0,1,Enterprise
Security Credentials Registry Manager,1,0,1,Enterprise
Security Credentials Registry Operator,1,0,1,Enterprise
Commercial Vehicle Service Provider Center Manager,1,1,1,Enterprise
Commercial Vehicle Service Provider Center Operator,1,1,1,Enterprise
Other Commercial Vehicle Service Provider Centers Manager,1,0,1,Enterprise
Other Commercial Vehicle Service Provider Centers Operator,1,0,1,Enterprise
On-Board Weight Monitoring Equipment Manager,1,1,0,Enterprise
On-Board Weight Monitoring Equipment Operator,1,1,0,Enterprise
Privacy Protection Gateway Manager,1,0,0,Enterprise
Other Map Update Systems Manager,1,0,0,Enterprise
